Key,Author
XB53IFSX,"Ilin, Alexander"
AEUKDU2Q,"Cho, KyungHyun"
AEUKDU2Q,"Raiko, Tapani"
AEUKDU2Q,"Ilin, Alexander"
F5NZCQGG,"Cho, KyungHyun"
F5NZCQGG,"Raiko, Tapani"
F5NZCQGG,"Ilin, Alexander"
RNATAR7S,"Cho, KyungHyun"
RNATAR7S,"Raiko, Tapani"
RNATAR7S,"Ilin, Alexander"
QV6IWEJH,"Cho, KyungHyun"
9745QAWS,"Chopra, Sumit"
9745QAWS,"Hadsell, Raia"
9745QAWS,"LeCun, Yann"
8CFGDUJV,"Choueka, Y."
22E9R94G,"Chow, C. K."
JFNZ3SWN,"Chrisman, Lonnie"
WG3GA4A3,"Chung, Yi-Ming"
WG3GA4A3,"Pottenger, William M."
WG3GA4A3,"Schatz, Bruce R."
C5EZITGQ,"Chung, F."
TFT67CNC,"Churchill, G. A."
IH3WPHXP,"Chvátal, V."
59KREF6J,"Cleeremans, A."
59KREF6J,"Servan-Schreiber, D."
59KREF6J,"McClelland, J. L."
THHUQFV6,"Clifford, Peter"
52RHF2T2,"Campbell, J. Y."
52RHF2T2,"Lo, A. W."
52RHF2T2,"MacKinlay, A. C."
4KX5WWKT,Congrégation de Notre-Dame
XJ2FJX4F,"Cloutier, J."
XJ2FJX4F,"Cosatto, E."
XJ2FJX4F,"Pigeon, S."
XJ2FJX4F,"Boyer, F. R."
XJ2FJX4F,"Simard, P. Y."
3Z2RV95D,
GQISWS3U,"Cohen, M. A."
GQISWS3U,"Grossberg, S."
GEMUSHXN,"Cohen, M. S."
G77KHP4F,"Cohen, J. R."
R46ZJ4XN,"Cohn, D."
I8JAXEBI,"Cohn, David"
I8JAXEBI,"Ghahramani, Zoubin"
I8JAXEBI,"Jordan, Michael I."
97CDA9KZ,"Cohn, David"
97CDA9KZ,"Ghahramani, Zoubin"
97CDA9KZ,"Jordan, Michael I."
E9K2Z4DJ,"Cohn, D."
E9K2Z4DJ,"Ghahramani, Z."
E9K2Z4DJ,"Jordan, M. I."
GJCSH9T5,"Cole, R. A."
GJCSH9T5,"Hou, L."
IVICEJ4T,"Cole, R. A."
IVICEJ4T,"Mariani, J."
IVICEJ4T,"Uszkoriet, H."
IVICEJ4T,"Zaenen, A."
IVICEJ4T,"Zue, V."
B2X3HS8D,"Coleman, Thomas F."
B2X3HS8D,"Wu, Zhijun"
G8ESM4M7,"Coleman, T. F."
G8ESM4M7,"Wu, Z."
I5RM4AAK,"Ghosh, S. Collins, E."
I5RM4AAK,"Scofield, C."
SSDHGHA6,"Collins, M."
M3SVSR7N,"Collins, M."
8HGQMVM6,"Collins, M."
J9E5SDQN,"Collobert, R."
J9E5SDQN,"Sinz, F."
J9E5SDQN,"Weston, J."
J9E5SDQN,"Bottou, L."
NM9H9VBG,"Collobert, R."
AMMU9DUQ,"Collobert, R."
AMMU9DUQ,"Bengio, S."
AMMU9DUQ,"Bengio, Y."
JNKBBDFB,"Collobert, Ronan"
JNKBBDFB,"Bengio, Samy"
NGB8FRFS,"Collobert, Ronan"
NGB8FRFS,"Bengio, Samy"
2FWV4T2Q,"Collobert, Ronan"
2FWV4T2Q,"Weston, Jason"
4STTPMMM,
CAXHKNAP,"Collobert, Ronan"
CAXHKNAP,"Weston, Jason"
UVKBQZP9,"Collobert, R."
UVKBQZP9,"Weston, J."
6W5PKFEF,"Collobert, R."
6W5PKFEF,"Weston, J."
TZPBZ86V,"Comon, Pierre"
2XU9N7Q4,"Grove, Adam J."
2XU9N7Q4,"Schuurmans, Dale"
3BUZVZ2U,"Maclin, Richard"
3BUZVZ2U,"Opitz, David"
636RQEKN,"Freund, Yoav"
636RQEKN,"Schapire, Robert E."
228BI8DN,"Margineantu, D."
228BI8DN,"Dietterich, Thomas G."
QWB32ZQ8,"Freund, Yoav"
QWB32ZQ8,"Schapire, Robert E."
5426NPPH,"Schapire, Robert E."
5426NPPH,"Freund, Yoav"
5426NPPH,"Bartlett, Peter"
5426NPPH,"Lee, Wee Sun"
Q39QZJN6,"Quinlan, J. Ross"
FBCC2X39,"Schapire, Robert E."
E6BAUHQ4,"Chen, Scott Shaobing"
E6BAUHQ4,"Donoho, David L."
E6BAUHQ4,"Saunders, Michael A."
ZZ9IAICM,"Coolen, A. C. C."
ZZ9IAICM,"Gielen, C. C. A. M."
X4GRDS9T,"Cooper, Grosvenor"
X4GRDS9T,"Meyer, Leonard B."
9Z9KE8VE,"Cooper, L. N."
E76UA74P,"Scofield, C. L."
E76UA74P,"Reilly, D. L."
E76UA74P,"Elbaum, C."
E76UA74P,"Cooper, L. N."
53JGMP3Q,"Corana, A."
53JGMP3Q,"Marchesi, M."
53JGMP3Q,"Martini, C."
53JGMP3Q,"Ridella, S."
EFC45FV7,"Corana, A."
EFC45FV7,"Marchesi, M."
EFC45FV7,"Martini, C."
EFC45FV7,"Ridella, S."
373C4ZJ2,"Cortes, C."
373C4ZJ2,"Haffner, P."
373C4ZJ2,"Mohri, M."
99XCMWVK,"Cortes, C."
99XCMWVK,"Krogh, A."
99XCMWVK,"Hertz, J. A."
WX3FK7IB,"Cortes, C."
WX3FK7IB,"Hertz, J. A."
SSZRSAKB,"Cortes, Corinna"
SSZRSAKB,"Vapnik, Vladimir"
3H7ZBQP5,"Cortes, C."
3H7ZBQP5,"Drucker, H."
3H7ZBQP5,"Hoover, D."
3H7ZBQP5,"Vapnik, V."
BFGF8ZD5,"Cortes, C."
BFGF8ZD5,"Jackel, L. D."
BFGF8ZD5,"Chiang, W. P."
UVSKX379,"Cosi, P."
UVSKX379,"Frasconi, P."
UVSKX379,"Gori, M."
UVSKX379,"Griggio, N."
GGZS9J7N,"Cosnard, M."
GGZS9J7N,"Mignot, J. C."
GGZS9J7N,"Paugam-Moisy, H."
MBCT9TGZ,"Cosslett, S. R."
MBCT9TGZ,"Lee, L.-F."
FNEMZKTJ,"Cottrell, M."
FNEMZKTJ,"Fort, J. C."
VVCSCSF3,"Cottrell, Garrison W."
VVCSCSF3,"Munro, Paul"
VVCSCSF3,"Zipser, David"
RXND6C26,"Coulom, Rémi"
EQW9H2AC,"Cour, Timothee"
EQW9H2AC,"Sapp, Benjamin"
EQW9H2AC,"Jordan, Chris"
EQW9H2AC,"Taskar, Ben"
QIWNB7UC,"Courant, A."
QIWNB7UC,"Hilbert, D."
IWGASSBQ,"Cover, T. M."
7FXSRGU7,"Cover, T. M."
7FXSRGU7,"Hart, P. E."
GT4N8KJJ,"Cowan, J. D."
GT4N8KJJ,"Sharp, D. H."
6VUEEQRX,"Cowan, J. D."
6VUEEQRX,"Sharp, D. H."
33PJBE2E,"Cowley, Ben"
33PJBE2E,"Charles, Darryl"
33PJBE2E,"Black, Michaela"
33PJBE2E,"Hickey, Ray"
HMVN3IXC,"Cox, S."
HMVN3IXC,"Bridle, J. S."
2V8F4AZI,"Cox, S."
2V8F4AZI,"Bridle, J. S."
VZT99X6U,"Cox, Trevor F."
VZT99X6U,"Cox, Micheal A. A."
NUQCBPRP,"Cox, T."
NUQCBPRP,"Cox, M."
9TI4BR95,"Cozman, F."
9TI4BR95,"Cohen, I."
9TI4BR95,"Cirelo, M."
GW3CWX4A,"Cragg, B. G."
GW3CWX4A,"Temperley, H. N. V."
6NUIX5Q9,"Cragg, B. G."
6NUIX5Q9,"Temperley, H. N. V."
VG4QJB23,"Craven, P."
VG4QJB23,"Wahba, G."
VRTJ6NCK,"Crick, F."
C4JZTFJE,"Crisanti, A."
C4JZTFJE,"Amit, D. J."
C4JZTFJE,"Gutfreund, H."
BCM64NE3,"Crisanti, A."
BCM64NE3,"Sompolinsky, H."
JVIPDVGP,"Cristianini, Nello"
JVIPDVGP,"Shawe-Taylor, John"
CDP6488V,"Cristianini, N."
CDP6488V,"Shawe-Taylor, J."
CDP6488V,"Kandola, J."
VSJDV3KR,"Cristianini, N."
VSJDV3KR,"Shawe-Taylor, J."
VSJDV3KR,"Elisseeff, A."
VSJDV3KR,"Kandola, J."
BATTHKKN,"Cristianini, N."
BATTHKKN,"Shawe-Taylor, J."
BATTHKKN,"Kandola, J."
WX7RRXCC,"Cucker, Felipe"
WX7RRXCC,"Grigoriev, Dima"
IFZICXM6,"Culpepper, Benjamin J."
IFZICXM6,"Sohl-Dickstein, Jascha"
IFZICXM6,"Olshausen, Bruno A."
IUIJH2CC,"Cybenko, G."
GNMN2JXH,"Cybenko, G."
NB3ZQBMV,"Dahl, George E."
NB3ZQBMV,"Ranzato, Marc'Aurelio"
NB3ZQBMV,"Mohamed, Abdel-rahman"
NB3ZQBMV,"Hinton, Geoffrey E."
946KBK5W,"Dahl, George E."
946KBK5W,"Ranzato, Marc'Aurelio"
946KBK5W,"Mohamed, Abdel-rahman"
946KBK5W,"Hinton, Geoffrey E."
P7EI7C29,"Dahmen, J."
P7EI7C29,"Keysers, D."
P7EI7C29,"Pitz, M."
P7EI7C29,"Ney, H."
NQHS72W8,"Dai, H."
NQHS72W8,"Lina, J. M."
NQHS72W8,"Goulard, B."
NQHS72W8,"Thomson, J. W."
NQHS72W8,"Scott, C. K."
64QXF23A,"Dangauthier, Pierre"
64QXF23A,"Herbrich, Ralf"
64QXF23A,"Minka, Tom"
64QXF23A,"Graepel, Thore"
ZSPRHKZN,"Darken, Christian"
ZSPRHKZN,"Moody, John"
GEWUB9AP,"Darroch, J. N."
GEWUB9AP,"Ratcliff, D."
7RDFE5BG,"Das, S."
7RDFE5BG,"Giles, C. L."
7RDFE5BG,"Sun, G. Z."
ZF6KAKGI,"Das, S."
ZF6KAKGI,"Mozer, M. C."
P9PQIV2A,"Daubechies, Ingrid"
BBZEKN2Q,"Debauchies, I."
BBZEKN2Q,"Defrise, M."
BBZEKN2Q,"Mol, C. De"
325XH5W6,"III, Hal Daumé"
325XH5W6,"Langford, John"
325XH5W6,"Marcu, Daniel"
A679QUJZ,"Davis, L."
5MIEIHIM,"Davis, G."
5MIEIHIM,"Mallat, S."
5MIEIHIM,"Zhang, Z."
X3228QWG,"Dayan, P."
X3228QWG,"Hinton, G. E."
KHWVCU6X,"Dayan, Peter"
KHWVCU6X,"Hinton, Geoffrey E."
KHWVCU6X,"Neal, Radford"
KHWVCU6X,"Zemel, Rich"
I9N2789A,"de Bie, T."
I9N2789A,"Cristianini, N."
NFF78WMU,"de Bie, T."
NFF78WMU,"Cristianini, N."
V34JHGQR,"Ridder, Dick de"
V34JHGQR,"Duin, Robert P. W."
JFSAVUHK,"Ridder, Dick de"
JFSAVUHK,"Kouropteva, Olga"
JFSAVUHK,"Okun, Oleg"
JFSAVUHK,"Pietikäinen, Matti"
JFSAVUHK,"Duin, Robert P. W."
ZDFPSEP8,"deBollivier, M."
ZDFPSEP8,"Gallinari, P."
ZDFPSEP8,"Thiria, S."
ZDWXQ77D,"Decoste, Dennis"
ZDWXQ77D,"Schölkopf, Bernhard"
QRXHRJS2,"Deerwester, S."
QRXHRJS2,"Dumais, S. T."
QRXHRJS2,"Furnas, G. W."
QRXHRJS2,"Landauer, T. K."
QRXHRJS2,"Harshman, R."
I2RKSF8K,"Deerwester, S."
I2RKSF8K,"Dumais, S. T."
I2RKSF8K,"Furnas, G. W."
I2RKSF8K,"Landauer, T. K."
I2RKSF8K,"Harshman, R."
H5GS6RK2,"Dehaene, S."
H5GS6RK2,"Changeux, J.-P."
H5GS6RK2,"Nadal, J.-P."
Z6B4HB8C,"Delalleau, Olivier"
Z6B4HB8C,"Bengio, Yoshua"
Z6B4HB8C,"Roux, Nicolas Le"
3TIVQPNK,"Frade, Fernando De la Torre"
3TIVQPNK,"Kanade, Takeo"
WDB8VDUV,"Delgutte, B."
WDB8VDUV,"Kiang, N. Y. S."
PWCZNS4M,"Delgutte, B."
MF8WHC4E,"Rasmussen, C."
MF8WHC4E,"Neal, R."
MF8WHC4E,"Hinton, G. E."
MF8WHC4E,"Camp, D. van"
MF8WHC4E,"Ghahramani, Z."
MF8WHC4E,"Kustra, R."
MF8WHC4E,"Tibshirani, R."
WA2DPNRZ,"DeMers, David"
WA2DPNRZ,"Cottrell, Garrison W."
3FCBFVZD,"DeMichelis, P."
3FCBFVZD,"Fissore, L."
3FCBFVZD,"Laface, P."
3FCBFVZD,"Micca, G."
3FCBFVZD,"Piccolo, E."
7Z2IRADC,"Mori, R. De"
7Z2IRADC,"Palakal, M."
REDPENKI,"Mori, R. De"
REDPENKI,"Laface, P."
REDPENKI,"Mong, Y."
8CKB84BI,"Mori, R. De"
8CKB84BI,"Lam, L."
8CKB84BI,"Gilloux, M."
N6CFCTGH,"Mori, R. De"
N6CFCTGH,"Brugnara, F."
9B7BSQWH,"Dempster, A. P."
9B7BSQWH,"Laird, N. M."
9B7BSQWH,"Rubin, D. B."
DDF7A9WP,"Dempster, A. P."
DDF7A9WP,"Laird, N. M."
DDF7A9WP,"Rubin, D. B."
EPUGK2WS,"LeCun, Yann"
EPUGK2WS,"Denker, John S."
CJIZ38PJ,"Denker, J."
4P9CWPV4,"Denker, J."
4P9CWPV4,"Schwartz, D."
4P9CWPV4,"Wittner, B."
4P9CWPV4,"Solla, S."
4P9CWPV4,"Howard, R."
4P9CWPV4,"Jackel, L."
4P9CWPV4,"Hopfield, J."
FPFNC6IM,"Denker, J. S."
FPFNC6IM,"LeCun, Y."
6GUPMUZ8,"Denker, J."
6GUPMUZ8,"Burges, C. J. C."
HDV26NIG,"Deprit, E."
XX6JXPGR,"Derényi, I."
XX6JXPGR,"Geszti, T."
XX6JXPGR,"Györgyi, G."
2VQBWE84,"Derrida, B."
2VQBWE84,"Gardner, E."
2VQBWE84,"Zippelius, A."
BDB57SUB,"Derthick, M."
VWKXNBBG,"de Sa, Virginia R."
8E89JRIF,"DeSieno, D."
7WDNP7I9,"Silva, V. de"
7WDNP7I9,"Tenenbaum, J. B."
XWTZV4ZN,"Devaney, R. L."
6NTS28UH,"Devereux, J."
6NTS28UH,"Haeberli, P."
6NTS28UH,"Smithies, O."
3F7JEHKW,"Devijver, P. A."
3F7JEHKW,"Kittler, J."
DVUEQAPK,"Voisin, J."
DVUEQAPK,"Devijver, P. A."
PB2VDQAE,"Vries, B. \mboxde"
PB2VDQAE,"Principe, J. C."
RUENTDJH,"Devroye, L."
RUENTDJH,"Gyrà¤¥à¤¤à¤fi, L."
RUENTDJH,"Lugosi, G."
BH78C65B,"Devroye, Luc"
CX7MX3QB,"Diaconis, Persi"
CX7MX3QB,"Khare, Kshitij"
CX7MX3QB,"Saloff-Coste, Laurent"
I7DCTSFG,"Diaconis, Persi"
I7DCTSFG,"Khare, Kshitij"
I7DCTSFG,"Saloff-Coste, Laurent"
3JVK59K9,"Diamantras, K. I."
3JVK59K9,"Kung, S. Y."
PCRGSC8N,"Diebold, F. X."
PCRGSC8N,"Mariano, R. S."
2CG78F3G,"Diebold, F. X."
2CG78F3G,"Lee, J. H."
2CG78F3G,"Weinbach, G. C."
4BEV5SA8,"Diebold, F. X."
4BEV5SA8,"Rudebusch, G."
4BEV5SA8,"Sichel, E."
EGIRXUTR,"Diebold, F. X."
EGIRXUTR,"Kilian, L."
53KS8PRW,"Diebold, F. X."
53KS8PRW,"Lopez, J. A."
DC658TIU,"Diederich, S."
DC658TIU,"Opper, M."
4NHXSFP3,"Diegert, C."
6XDVMR3R,"Dietterich, T. G."
8XJ9W574,"Dietterich, Thomas G."
XF4J9PZG,"Dietterich, Thomas G."
XF4J9PZG,"Lathrop, Richard H."
XF4J9PZG,"Lozano-Perez, Tomas"
MBFXUWKT,"Diggle, P."
MBFXUWKT,"Gratton, R."
UMIVQGJE,"Doi, Eizaburo"
UMIVQGJE,"Balcan, Doru C."
UMIVQGJE,"Lewicki, Michael S."
ZQW7IF8X,"Doi, Eizaburo"
ZQW7IF8X,"Lewicki, Michael S."
PGAH7RZQ,"Doidge, Norman"
U9RPIVGE,"Dollár, Piotr"
U9RPIVGE,"Belongie, Serge"
U9RPIVGE,"Rabaud, Vincent"
N8FWKUNA,"Dollár, P."
N8FWKUNA,"Rabaud, V."
N8FWKUNA,"Belongie, S."
85X7RFUK,"Donoho, D. L."
85X7RFUK,"Grimes, C."
CVTC9MME,"Donoho, David"
IFIDUCCW,"Dorigo, M."
IFIDUCCW,"Colombetti, M."
2BQT63GK,
V78W46NB,"Doya, K."
9XQUHDZG,"Doya, K."
2NZPUF3A,"Doyle, Peter G."
2NZPUF3A,"Snell, J. Laurie"
SGH6GUQ9,"Drachen, Anders"
SGH6GUQ9,"Nacke, Lennart E."
SGH6GUQ9,"Yannakakis, Georgios"
SGH6GUQ9,"Pedersen, Anja Lee"
U39H2H6W,"Draper, N. R."
U39H2H6W,"Smith, H."
SSU3RW53,"Driancourt, X."
SSU3RW53,"Bottou, L."
SSU3RW53,"Gallinari, P."
7G8787HD,"Drucker, H."
7G8787HD,"Schapire, R."
7G8787HD,"Simard, R."
HNV5CESW,"Drucker, H."
HNV5CESW,"Schapire, R."
HNV5CESW,"Simard, R."
9D4GBNQA,"Duane, S."
9D4GBNQA,"Kennedy, A. D."
9D4GBNQA,"Pendleton, B."
9D4GBNQA,"Roweth, D."
6UBE6NVA,"Duda, R. O."
6UBE6NVA,"Hart, P. E."
3K5X73XU,"Duda, R. O."
3K5X73XU,"Hart, P. E."
3K5X73XU,"Stork, D. G."
TDGMNUZ3,"Duda, R. O."
TDGMNUZ3,"Hart, P. E."
2SV7KEXM,"Dugas, C."
2SV7KEXM,"Bengio, Y."
2SV7KEXM,"Chapados, N."
2SV7KEXM,"Vincent, P."
2SV7KEXM,"Denoncourt, G."
2SV7KEXM,"Fournier, C."
JW5HVFET,"Dugas, C."
JW5HVFET,"Bardou, O."
JW5HVFET,"Bengio, Y."
9WFNR68E,"Dugas, C."
9WFNR68E,"Bengio, Y."
9WFNR68E,"Bélisle, F."
9WFNR68E,"Nadeau, C."
NS6TQHM8,"Bengio, Y."
9UP7GEIC,"Bengio, Yoshua"
HMG6SABG,"Ghosn, J."
HMG6SABG,"Bengio, Y."
UQR6BMBE,"Durbin, R."
UQR6BMBE,"Willshaw, D."
7RAR47JD,"Dzwonczyk, M."
CQPDJFDJ,"Greene, W. H."
HV8NKUCF,"Krasker, W. W."
HV8NKUCF,"Welsch, R. R."
ZPBTUP2S,"Efron, Bradley"
ZPBTUP2S,"Tibshirani, Robert J."
KFBXCRKH,"Efron, Bradley"
KFBXCRKH,"Hastie, Trevor"
KFBXCRKH,"Johnstone, Iain"
KFBXCRKH,"Tibshirani, Robert J."
VZ4TJ3UR,"Bengio, Yoshua"
VZ4TJ3UR,"Vincent, Pascal"
VZ4TJ3UR,"Paiement, Jean-François"
VZ4TJ3UR,"Delalleau, Olivier"
VZ4TJ3UR,"Ouimet, Marie"
VZ4TJ3UR,"Roux, Nicolas Le"
XRXZXRXP,"Eisner, J."
55UNPZA3,"Elad, Michael"
55UNPZA3,"Aharon, Michal"
QHUH9J26,"ElHihi, S."
QHUH9J26,"Bengio, Y."
QE5X52WX,"Ellis, D."
QE5X52WX,"Poliner, G."
HVZZCVV3,"Elman, J. L."
HVZZCVV3,"Zipser, D."
T5HP2CQA,"Elman, J. L."
T5HP2CQA,"Zipser, D."
465PIUPD,"Elman, J. L."
JK6KQPQR,"Elman, Jeffrey L."
IN6CKXDT,"Elman, J. L."
SX4J3H32,"Elo, A. E."
UGI3BF22,"Bengio, Y."
UGI3BF22,"Frasconi, P."
ARDK9G8I,"Engel, Y."
ARDK9G8I,"Mannor, S."
ARDK9G8I,"Meir, R."
XFUUA2M2,"Erhan, Dumitru"
XFUUA2M2,"L'Heureux, Pierre-Jean"
XFUUA2M2,"Yue, Shi Yi"
XFUUA2M2,"Bengio, Yoshua"
K2JD64AK,"Erhan, Dumitru"
K2JD64AK,"Bengio, Yoshua"
K2JD64AK,"Courville, Aaron"
K2JD64AK,"Vincent, Pascal"
R42496JE,"Erhan, Dumitru"
R42496JE,"Manzagol, Pierre-Antoine"
R42496JE,"Bengio, Yoshua"
R42496JE,"Bengio, Samy"
R42496JE,"Vincent, Pascal"
658PP9U4,"Erhan, D."
658PP9U4,"Manzagol, P.-A."
658PP9U4,"Bengio, Y."
658PP9U4,"Bengio, S."
658PP9U4,"Vincent, P."
RQKB4R65,"Stefano Ermon, Ashish Sabharwal, Carla Gomes"
RQKB4R65,"Selman, Bart"
2UJ77W4C,"Stefano Ermon, Ashish Sabharwal, Carla Gomes"
2UJ77W4C,"Selman, Bart"
ZPG29V9N,"Everitt, B. S."
ZPG29V9N,"Hand, D. J."
8UQHR87M,"Evgeniou, Theodoros"
8UQHR87M,"Pontil, Massimiliano"
7FJZ3IGV,"Evgeniou, Theodoros"
7FJZ3IGV,"Micchelli, Charles A."
7FJZ3IGV,"Pontil, Massimiliano"
49ENCVBV,"Fahlman, S. E."
49ENCVBV,"Hinton, G. E."
49ENCVBV,"Sejnowski, T. J."
M3FJC57G,"Fahlman, S. E."
6QGF4AXR,"Fahlman, Scott E."
6QGF4AXR,"Lebiere, Christian"
27IRRBD5,"Fahlman, S. E."
27IRRBD5,"Lebiere, C."
IJ5E9GEI,"Fama, E. F."
IJ5E9GEI,"French, K. R."
HNC9EFEB,"Fant, G."
EI2RUEHZ,"Fant, G."
MH94RI22,"Farhat, N. H."
MH94RI22,"Psaltis, D."
MH94RI22,"Prata, A."
MH94RI22,"Paek, E."
8HIINBNE,"Farhat, N. H."
MV5JK87J,"Farmer, D."
MV5JK87J,"Sidorowich, J."
5M6DDUR4,"Farmer, D."
5M6DDUR4,"Sidorowich, J."
N9EPTPPJ,"Fei-Fei, Li"
N9EPTPPJ,"Fergus, Rod"
N9EPTPPJ,"Perona, Pietro"
D2WBS78G,"Fei-Fei, Li"
D2WBS78G,"Fergus, Rob"
D2WBS78G,"Perona, Pietro"
N6CASJ4X,"Feldman, J. A."
N6CASJ4X,"Ballard, D. H."
KIK5WZ5V,"Feldman, Jerome A."
KIK5WZ5V,"Lakoff, George"
KIK5WZ5V,"Bailey, David"
KIK5WZ5V,"Narayanan, Srini"
KIK5WZ5V,"Regier, Terry"
KIK5WZ5V,"Stolcke, Andreas"
84MCEA6Q,"Fellbaum, Christine"
IU94QBM3,"Editor, Christiane Fellbaum"
ZDNJ9UA8,"Feller, W."
WR9PM9QE,"Feng, C."
WR9PM9QE,"Sutherland, A."
WR9PM9QE,"King, R."
WR9PM9QE,"Muggleton, S."
WR9PM9QE,"Henery, R."
H6VIPXBS,"Field, David J."
B6RWGG9H,"Fisher, Ronald A."
5C43HXUK,"Fischer, K. H."
5C43HXUK,"Hertz, J. A."
22CT25N8,"Fisher, W.M."
22CT25N8,"Doddington, G.R."
22CT25N8,"Goudie-Marshall, K.M."
8X6NPN57,"Fix, E."
8X6NPN57,"Hodges, J. L."
UBB48IAM,"Fix, Evelyn"
UBB48IAM,"Jr, Joseph L. Hodges"
T88MXBSX,"Fix, Evelyn"
T88MXBSX,"Jr, Joseph L. Hodges"
6ARB2MNA,"Flammia, G."
PBVE234X,"Flanagan, J. L."
AJPQ7CTC,"Geyer, Charles J"
2QX9N9S3,"Fletcher, Roger"
WMGT9THG,"Fleuret, Francois"
WMGT9THG,"Blanchard, Gilles"
GASXDRA5,"Flynn, James R."
NI3AC8KU,"Földiák, P."
CK38A5SM,"Földiák, P."
ADQHUSWQ,"Fontaine, T."
JDNQ42MN,"Foster, D."
JDNQ42MN,"George, E."
X7GVIERF,"Foster, George"
MWJ4Q4X7,"Fox, Emily"
MWJ4Q4X7,"Sudderth, Erik"
MWJ4Q4X7,"Jordan, Michael"
MWJ4Q4X7,"Willsky, Alan"
BS68A6ET,"Fralick, Stanley C."
KFVR34K9,"Franzini, M. A."
72ZCQX29,"Franzini, M. A."
72ZCQX29,"Lee, K. F."
72ZCQX29,"Waibel, A."
CUFFDVER,"Frasconi, P."
CUFFDVER,"Gori, M."
CUFFDVER,"Tesi, A."
6BAWDCVG,"Frasconi, P."
6BAWDCVG,"Gori, M."
6BAWDCVG,"Maggini, M."
6BAWDCVG,"Soda, G."
38JQEXPN,"Frasconi, P."
38JQEXPN,"Gori, M."
38JQEXPN,"Soda, G."
RNA7QNQK,"Frasconi, P."
RNA7QNQK,"Gori, M."
RNA7QNQK,"Soda, G."
RKEARWPB,"Frasconi, P."
TG6EMM9D,"Frasconi, P."
TG6EMM9D,"Gori, M."
TG6EMM9D,"Soda, G."
73CPXRIS,"Frasconi, Paolo"
2A9EKJZT,"Frasconi, P."
2A9EKJZT,"Gori, M."
2A9EKJZT,"Tesi, A."
UAUCW9ST,"Frasconi, Paolo"
UAUCW9ST,"Gori, Marco"
GRX4X5KP,"Frasconi, P."
GRX4X5KP,"Gori, M."
GRX4X5KP,"Soda, G."
CT3H3IMD,"Frasconi, P."
CT3H3IMD,"Bengio, Y."
F9XIEW2T,"Frasconi, P."
F9XIEW2T,"Gori, M."
F9XIEW2T,"Maggini, M."
F9XIEW2T,"Soda, G."
KAPDGGTD,"Frasconi, P."
KAPDGGTD,"Gori, M."
KAPDGGTD,"Soda, G."
ANBEFMID,"Frasconi, Paolo"
ANBEFMID,"Gori, Marco"
ANBEFMID,"Sperduti, Alessandro"
SGS96JRB,"Frasconi, Paolo"
SGS96JRB,"Gori, Marco"
SGS96JRB,"Sperduti, Alessandro"
THAAF4IP,"Frasconi, P."
THAAF4IP,"Gori, M."
THAAF4IP,"Maggini, M."
THAAF4IP,"Soda, G."
VHCBDE9M,"Frean, M."
E8CIS47M,"Frenkel, D."
RCMDD8IM,"Freund, Yoav"
RCMDD8IM,"Haussler, David"
Z86RRRU4,"Freund, Yoav"
Z86RRRU4,"Haussler, David"
HCJ6KIH6,"Freund, Yoav"
HCJ6KIH6,"Schapire, Robert E."
EQKIFT9C,"Freund, Yoav"
EQKIFT9C,"Schapire, Robert E."
6AJW88TR,"Freund, Y."
6AJW88TR,"Haussler, D."
TJX9IW6X,"Freund, Y."
TJX9IW6X,"Schapire, R. E."
TJX9IW6X,"Bartlett, P."
TJX9IW6X,"Lee, W. S."
H99SPTHB,"Frey, Brendan J."
H99SPTHB,"Hinton, Geoffrey E."
H99SPTHB,"Dayan, Peter"
NGPST7AF,"Frey, B. J."
NGPST7AF,"Hinton, G. E."
KHFDSJGA,"Frey, Brendan J."
DCGG7XS3,"Frey, B. J."
DCGG7XS3,"Jojic, N."
XKC42GXS,"Frey, Brendan"
XKC42GXS,"Jojic, Nebojsa"
6WD69D33,"Friedman, J. H."
6WD69D33,"Fisher, N. I."
XDJ3JXBD,"Friedman, J."
XDJ3JXBD,"Hastie, T."
XDJ3JXBD,"Tibshirani, R."
GN5VI7AP,"Friedman, J."
IPW98GJT,"Friedman, A."
D9SICCUC,"Friedman, J. H."
D9SICCUC,"Tukey, J. W."
IQ74SZ87,"Friedman, J. H."
ZDTMMSAB,"Friedman, J. H."
675Q2GHH,"Friedman, J."
SV8T3MWT,"Friedman, J."
SV8T3MWT,"Hastie, T."
SV8T3MWT,"Tibshirani, R."
AVEX2IB8,"Friedman, Jerome"
AVEX2IB8,"Hastie, Trevor"
AVEX2IB8,"Hofling, Holger"
AVEX2IB8,"Tibshirani, Robert"
VG72R9WE,"Friedman, J."
U54H7WAW,"Friess, T."
U54H7WAW,"Cristianini, N."
U54H7WAW,"Campbel, C."
B92W492J,"Tobias Fritsch, Jochen Schiller, Benjamin Voigt"
KW37GX49,"Fritzke, B."
WCNZ8NXM,"Freund, Yoav"
WCNZ8NXM,"Schapire, Robert E."
Q9UQ39Z8,"Friedman, J. H."
Q9UQ39Z8,"Stuetzle, W."
AX93VIEJ,"Friedman, J. H."
AX93VIEJ,"Stuetzle, W."
AX93VIEJ,"Schroeder, A."
R8CZIUKP,"Fu, W."
PHDEAJNQ,"Fu, Y."
PHDEAJNQ,"Anderson, P. W."
MTGUFZPK,"Fukumizu, K."
MSH8S5JQ,"Fukumizu, Kenji"
